Week,Queries
2006-10-29,0.26162018600000003
2006-11-05,0.305444886
2006-11-12,0.346613546
2006-11-19,0.28818061100000003
2006-11-26,0.33997344
2006-12-03,0.355909695
2006-12-10,0.363877822
2006-12-17,0.40239043799999996
2006-12-24,0.49402390399999996
2006-12-31,0.54183267
2007-01-07,0.431606906
2007-01-14,0.403718459
2007-01-21,0.387782205
2007-01-28,0.45683931
2007-02-04,0.405046481
2007-02-11,0.440903055
2007-02-18,0.398406375
2007-02-25,0.335989376
2007-03-04,0.324037184
2007-03-11,0.28154050399999997
2007-03-18,0.264276229
2007-03-25,0.258964143
2007-04-01,0.22709163300000001
2007-04-08,0.240371847
2007-04-15,0.21912350600000002
2007-04-22,0.187250996
2007-04-29,0.175298805
2007-05-06,0.134130146
2007-05-13,0.146082338
2007-05-20,0.120849934
2007-05-27,0.12483399699999999
2007-06-03,0.12616201900000001
2007-06-10,0.092961487
2007-06-17,0.10358565800000001
2007-06-24,0.08897742300000001
2007-07-01,0.08897742300000001
2007-07-08,0.099601593
2007-07-15,0.09694555199999999
2007-07-22,0.090305445
2007-07-29,0.10624169900000001
2007-08-05,0.09827357199999999
2007-08-12,0.122177954
2007-08-19,0.111553785
2007-08-26,0.122177954
2007-09-02,0.15537848699999998
2007-09-09,0.142098273
2007-09-16,0.189907038
2007-09-23,0.180610889
2007-09-30,0.250996016
2007-10-07,0.290836653
2007-10-14,0.300132802
2007-10-21,0.282868527
2007-10-28,0.26560424899999996
2007-11-04,0.316069057
2007-11-11,0.306772909
2007-11-18,0.29747676
2007-11-25,0.313413015
2007-12-02,0.345285525
2007-12-09,0.350597609
2007-12-16,0.37583001299999996
2007-12-23,0.443559097
2007-12-30,0.504648074
